,Date-Time,Lattitude,Longitude,Depth,Mag,Location
502,06 May 2018 - 07:39 AM,14.71,120.02,026,2.8,027 km N 84° W of Morong (Bataan)
503,06 May 2018 - 07:35 AM,07.14,126.50,119,2.7,009 km S 24° W of Manay (Davao Oriental)
504,06 May 2018 - 07:19 AM,05.91,126.70,020,2.8,107  km S 40° E of Governor Generoso (Davao Oriental)
505,06 May 2018 - 07:06 AM,13.65,124.56,007,2.1,020  km S 88° E of Baras (Catanduanes)
506,06 May 2018 - 05:27 AM,07.02,124.05,618,4.1,012  km N 89° W of Upi (Maguindanao)
507,06 May 2018 - 04:04 AM,11.12,122.68,026,2.3,005  km N 76° E of Passi (Iloilo)
508,06 May 2018 - 03:44 AM,05.83,123.72,021,2.3,068  km S 51° W of Palimbang (Sultan Kudarat)
509,06 May 2018 - 03:21 AM,09.15,123.04,029,2.0,008 km N 05° E of Siaton (Negros Oriental)
510,06 May 2018 - 03:19 AM,15.99,120.34,018,2.9,003 km S 38° W of Calasiao (Pangasinan)
511,06 May 2018 - 02:19 AM,14.42,123.94,001,2.4,048 km N 31° W of Pandan (Catanduanes)
512,06 May 2018 - 01:18 AM,09.43,123.30,027,2.4,007 km N 60° E of San Jose (Negros Oriental)
513,06 May 2018 - 01:12 AM,13.58,120.54,041,2.0,020 km N 22° E of Paluan (Occidental Mindoro)
514,06 May 2018 - 12:16 AM,13.47,122.23,026,1.5,018 km S 40° W of Catanauan (Quezon)
515,06 May 2018 - 12:09 AM,09.86,124.07,008,2.1,007 km S 87° E of Catigbian (Bohol)
516,06 May 2018 - 12:03 AM,05.72,124.95,019,2.3,017 km S 23° W of Maasim (Sarangani)
517,06 May 2018 - 12:00 AM,14.40,123.85,001,2.2,051 km N 41° W of Pandan (Catanduanes)
518,05 May 2018 - 11:40 PM,14.31,123.85,001,2.4,045 km N 50° W of Pandan (Catanduanes)
519,05 May 2018 - 10:41 PM,08.36,126.57,042,3.1,025 km S 88° E of Hinatuan (Surigao Del Sur)
520,05 May 2018 - 10:30 PM,16.37,120.62,023,2.2,004 km S 33° E of Baguio City (Benguet)
521,05 May 2018 - 09:46 PM,06.04,126.14,001,2.4,052 km S 71° E of Don Marcelino (Davao Occidental)
522,05 May 2018 - 08:30 PM,09.82,125.41,030,2.0,005 km N 11° W of San Francisco (Surigao del Norte)
523,05 May 2018 - 07:44 PM,13.58,120.83,014,1.5,010 km S 28° W of Tingloy (Batangas)
524,05 May 2018 - 06:26 PM,13.17,124.12,005,2.3,002 km S 14° W of Rapu - Rapu (Albay)
525,05 May 2018 - 05:58 PM,06.75,123.69,602,3.6,046 km S 81° W of South Upi (Maguindanao)
526,05 May 2018 - 05:56 PM,14.34,123.83,001,2.7,049 km N 48° W of Pandan (Catanduanes)
527,05 May 2018 - 05:30 PM,06.17,124.86,030,1.5,018 km S 52° E of Lake Sebu (South Cotobato)
528,05 May 2018 - 05:21 PM,14.39,123.86,001,2.2,051 km N 41° W of Pandan (Catanduanes)
529,05 May 2018 - 03:25 PM,14.39,123.90,002,2.5,048 km N 38° W of Pandan (Catanduanes)
530,05 May 2018 - 02:25 PM,14.47,123.94,001,2.4,052 km N 28° W of Pandan (Catanduanes)
531,05 May 2018 - 02:24 PM,14.47,124.00,004,1.8,050 km N 21° W of Pandan (Catanduanes)
532,05 May 2018 - 02:21 PM,14.44,123.97,001,3.3,048 km N 27° W of Pandan (Catanduanes)
533,05 May 2018 - 02:19 PM,14.43,123.96,016,6.0,047 km N 28° W of Pandan (Catanduanes)
534,05 May 2018 - 01:31 PM,08.83,125.80,017,2.9,014 km N 23° E of Bayugan City (Agusan Del Sur)
535,05 May 2018 - 01:25 PM,15.62,121.04,003,2.3,006 km S 29° E of Llanera (Nueva Ecija)
536,05 May 2018 - 11:33 AM,10.21,125.64,094,2.5,012 km N 84° E of Libjo (Albor) (Surigao Del Norte)
537,05 May 2018 - 10:36 AM,13.48,124.53,030,2.6,026 km S 41° E of Baras (Catanduanes)
538,05 May 2018 - 10:18 AM,13.51,124.46,039,4.6,019 km S 30° E of Baras (Catanduanes)
539,05 May 2018 - 09:25 AM,13.49,120.35,012,2.1,027 km S 23° E of Looc (Occidental Mindoro)
540,05 May 2018 - 06:08 AM,11.28,124.84,005,2.5,012 km N 33° E of Jaro (Leyte)
541,05 May 2018 - 05:46 AM,15.33,120.10,024,2.3,013 km S 89° E of Iba (Zambales)
542,05 May 2018 - 05:36 AM,09.68,126.19,024,2.4,012 km S 20° E of General Luna (Surigao Del Norte)
543,05 May 2018 - 03:37 AM,09.94,125.44,028,2.2,018 km S 58° W of San Jose (Dinagat)
544,04 May 2018 - 11:33 PM,19.19,121.27,019,2.8,023 km S 65° W of Calayan (Cagayan)
545,04 May 2018 - 09:29 PM,13.62,120.66,158,3.1,023 km S 07° E of Calatagan (Batangas)
546,04 May 2018 - 08:28 PM,11.47,124.38,008,2.8,006 km N 62° W of Calubian (Leyte)
547,04 May 2018 - 07:18 PM,05.35,127.44,157,3.7,217 km S 30° E of Tarragona (Davao Oriental)
548,04 May 2018 - 06:57 PM,12.96,124.58,018,2.1,039 km N 38° E of Biri (Northern Samar)
549,04 May 2018 - 04:37 PM,13.31,122.16,001,2.2,008 km S 76° E of Torrijos (Marinduque)
550,04 May 2018 - 01:32 PM,13.21,125.06,023,2.4,071 km N 04° E of Laoang (Northern Samar)
551,04 May 2018 - 08:44 AM,13.59,120.70,113,3.7,016 km N 12° W of Abra De Ilog (Occidental Mindoro)
552,04 May 2018 - 05:46 AM,07.73,124.62,001,2.1,017 km S 57° W of Wao (Lanao Del Sur)
553,04 May 2018 - 05:40 AM,05.90,126.97,020,2.7,130 km S 50° E of Governor Generoso (Davao Oriental)
554,04 May 2018 - 05:35 AM,09.45,125.59,015,3.0,002 km S 47° E of Kitcharao (Agusan Del Norte)
555,04 May 2018 - 05:23 AM,13.84,124.01,008,3.0,012 km N 38° E of Caramoan (Camarines Surl)
556,04 May 2018 - 02:59 AM,06.14,125.75,148,2.9,024 km N 62° E of Jose Abad Santos (Davao Occidental)
557,04 May 2018 - 12:46 AM,11.03,124.73,006,2.3,014 km N 19° E of Albuera (Leyte)
558,03 May 2018 - 10:38 PM,07.90,127.42,001,3.0,101 km N 69° E of Baganga (Davao Oriental)
559,03 May 2018 - 08:39 PM,17.02,120.73,026,2.3,004 km N 15° W of Cervantes (Ilocos Sur)
560,03 May 2018 - 04:20 PM,05.96,124.12,570,3.7,030 km S 17° W of Palimbang (Sultan Kudarat)
561,03 May 2018 - 03:18 AM,11.58,124.21,013,2.8,019 km S 75° W of Almeria (Biliran)
562,03 May 2018 - 03:12 AM,09.49,124.94,027,2.7,036 km N 44° E of Mambajao (Camiguin)
563,03 May 2018 - 02:08 AM,06.08,126.55,075,2.9,082 km S 40° E of Governor Generoso (Davao Oriental)
564,03 May 2018 - 01:11 AM,11.95,124.06,001,2.7,007 km N 31° E of Pio V. Corpuz (Limbuhan) (Masbate)
565,03 May 2018 - 12:01 AM,10.65,126.60,028,2.7,091 km N 40° E of Burgos (Surigao Del Norte)
566,02 May 2018 - 09:21 PM,09.93,126.28,013,3.7,021 km N 41° E of General Luna (Surigao Del Norte)
567,02 May 2018 - 07:38 PM,09.90,124.72,020,2.2,029 km S 27° W of Maasin (Southern Leyte)
568,02 May 2018 - 07:12 PM,04.30,126.23,001,3.3,150 km S 34° E of Sarangani (Davao Occidental)
569,02 May 2018 - 03:56 PM,09.84,124.83,010,2.1,028 km S 72° W of Limasawa (Southern Leyte)
570,02 May 2018 - 01:26 PM,07.64,127.11,001,3.1,061 km N 84° E of Baganga (Davao Oriental)
571,02 May 2018 - 11:34 AM,11.65,125.85,025,2.8,045 km S 75° E of San Julian (Eastern Samar)
572,02 May 2018 - 11:11 AM,06.71,126.53,012,2.5,039 km S 14° E of Tarragona (Davao Oriental)
573,02 May 2018 - 09:48 AM,06.14,126.48,108,2.2,072 km S 38° E of Governor Generoso (Davao Oriental)
574,02 May 2018 - 07:28 AM,08.79,126.70,031,2.5,022 km S 89° E of Marihatag (Surigao Del Sur)
575,02 May 2018 - 07:09 AM,16.81,120.64,027,2.2,014 km S 50° E of Alilem (Ilocos Sur)
576,02 May 2018 - 02:26 AM,03.96,124.71,364,3.0,184 km S 28° W of Sarangani (Davao Occidental)
577,02 May 2018 - 02:16 AM,18.54,120.99,018,3.1,005 km S 62° E of Santa Praxedes (Cagayan)
578,02 May 2018 - 01:47 AM,05.09,127.11,014,2.6,184 km S 63° E of Jose Abad Santos (Davao Occidental)
579,02 May 2018 - 01:29 AM,06.15,124.69,026,1.7,009 km S 02° E of T'boli (South Cotabato)
580,01 May 2018 - 10:23 PM,09.26,126.91,001,2.6,076 km N 65° E of Bayabas (Surigao Del Sur)
581,01 May 2018 - 10:22 PM,16.77,119.85,030,2.5,042 km N 05° W of Bolinao (Pangasinan)
582,01 May 2018 - 09:32 PM,06.48,126.85,180,3.3,077 km S 36° E of Tarragona (Davao Oriental)
583,01 May 2018 - 09:27 PM,09.73,123.94,033,2.0,005 km S 43° W of Balilihan (Bohol)
584,01 May 2018 - 08:25 PM,10.16,122.36,003,2.1,035 km N 55° W of Cauayan (Negros Occidental)
585,01 May 2018 - 07:51 PM,10.26,122.25,003,3.6,052 km N 53° W of Cauayan (Negros Occidental)
586,01 May 2018 - 05:59 PM,13.05,124.27,033,1.7,008 km S 83° E of Prieto Diaz (Sorsogon)
587,01 May 2018 - 08:33 AM,09.95,124.25,033,2.2,004 km N 89° E of Danao (Bohol)
588,01 May 2018 - 05:02 AM,06.96,125.70,028,2.9,13 km S 05° W of Samal (Island Garden City of Samal (Davao Del Norte)
589,01 May 2018 - 04:45 AM,04.77,124.99,023,2.7,091 km S 36° W of Sarangani (Davao Occidental)
590,01 May 2018 - 04:23 AM,10.12,122.17,001,2.9,043 km S 39° E of Anini-y (Antique)
591,01 May 2018 - 04:16 AM,10.21,122.24,001,2.5,050 km N 58° W of Cauayan (Negros Occidental)
592,01 May 2018 - 03:56 AM,10.19,122.41,001,2.3,033 km N 45° W of Cauayan (Negros Occidental)
593,01 May 2018 - 03:52 AM,10.09,122.18,003,2.6,044 km N 34° W of Sipalay (Negros Occidental)
594,01 May 2018 - 03:41 AM,13.73,120.55,065,2.2,015 km S 40° W of Calatagan (Batangas)
595,01 May 2018 - 02:15 AM,05.05,127.18,120,3.6,194 km S 77° E of Sarangani (Davao Occidentall)
596,01 May 2018 - 12:20 AM,09.97,122.26,024,2.4,041 km N 64° W of Candoni (Negros Occidental)
597,01 May 2018 - 12:19 AM,10.17,122.40,004,2.2,032 km N ° W of Cauayan (Negros Occidental)
