,Date-Time,Latitude,Depth,Mag,Location
267,16 November 2018 - 07:39 AM,125.80,033,2.1,006 km S 20° W of La Paz (Agusan De Sur)
268,16 November 2018 - 05:54 AM,125.27,001,2.6,020 km N 63° W of Borongan (Eastern Samar)
269,16 November 2018 - 05:34 AM,126.15,127,2.4,007 km S 04° W of Tagbina (Surigao Del Sur)
270,16 November 2018 - 03:27 AM,122.28,012,2.5,019 km N 45° W of Sipalay (Negros Occidental)
271,16 November 2018 - 01:40 AM,120.31,033,2.0,028 km S 85° W of Mabalacat (Pampanga)
272,16 November 2018 - 01:36 AM,123.43,010,3.5,012 km N 71° E of Vallehermoso (Negros Oriental)
273,16 November 2018 - 01:01 AM,125.27,029,1.8,029 km N 05° E of Pintuyan (Southern Leyte)
274,16 November 2018 - 12:58 AM,125.26,028,2.4,008 km N 02° W of Anahawan (Southern Leyte)
275,16 November 2018 - 12:15 AM,125.52,041,2.3,010 km N 75° W of Davao City (Davao Del Sur)
276,15 November 2018 - 11:45 PM,124.58,004,3.0,006 km S 75° W of Capoocan (Leyte)
277,15 November 2018 - 10:27 PM,126.08,031,2.1,015 km N 30° E of Banaybanay (Davao Oriental)
278,15 November 2018 - 09:40 PM,126.50,026,2.4,021 km N 56° E of Hinatuan (Surigao Del Sur)
279,15 November 2018 - 08:01 PM,126.77,009,2.7,048 km N 78° E of Hinatuan (Surigao Del Sur)
280,15 November 2018 - 07:45 PM,123.78,023,2.0,041 km S 49° W of Kalamansig (Sultan Kudarat)
281,15 November 2018 - 05:33 PM,119.89,060,1.9,018 km S 79° W of Cabangan (Zambales)
282,15 November 2018 - 01:06 PM,126.77,022,2.6,067 km N 85° E of General Luna (Surigao del Norte)
283,15 November 2018 - 12:47 PM,122.04,018,3.6,079 km S 39° W of Hinoba-an (Negros Occidental)
284,15 November 2018 - 12:16 PM,123.85,007,3.3,034 km S 42° W of Kalamansig (Sultan Kudarat)
285,15 November 2018 - 12:08 PM,123.78,002,1.6,033 km S 67° W of Kalamansig (Sultan Kudarat)
286,15 November 2018 - 12:02 PM,123.82,013,3.4,033 km S 53° W of Kalamansig (Sultan Kudarat)
287,15 November 2018 - 11:01 AM,126.77,069,3.7,035 km S 48° E of Manay (Davao Oriental)
288,15 November 2018 - 10:34 AM,123.87,007,1.8,016 km S 85° W of South Upi (Maguindanao)
289,15 November 2018 - 05:19 AM,125.61,099,2.1,009 km N 05° E of Placer (Surigao del Norte)
290,15 November 2018 - 04:41 AM,123.85,004,1.6,024 km S 74° W of Kalamansig (Sultan Kudarat)
291,15 November 2018 - 04:25 AM,125.83,033,2.0,029 km S 23° E of Guiuan (Eastern Samar)
292,15 November 2018 - 04:07 AM,124.35,016,1.9,028 km S 28° E of Virac (Catanduanes)
293,15 November 2018 - 03:59 AM,123.87,001,1.7,029 km S 45° W of Kalamansig (Sultan Kudarat)
294,15 November 2018 - 03:57 AM,125.95,018,2.1,041 km S 64° E of Jose Abad Santos (Davao Occidental)
295,15 November 2018 - 03:33 AM,123.82,011,2.3,031 km S 60° W of Kalamansig (Sultan Kudarat)
296,15 November 2018 - 03:22 AM,125.28,029,1.6,009 km S 16° E of Anahawan (Southern Leyte)
297,15 November 2018 - 02:55 AM,126.00,086,1.8,034 km N 81° E of Don Marcelino (Davao Occidental)
298,15 November 2018 - 02:42 AM,122.67,065,3.1,005 km N 50° E of Basay (Negros Oriental)
299,15 November 2018 - 02:35 AM,126.44,047,2.4,094 km S 76° E of Jose Abad Santos (Davao Occidental)
300,15 November 2018 - 01:19 AM,126.27,024,2.9,016 km N 34° E of Cortes (Surigao del Sur)
301,15 November 2018 - 12:30 AM,120.43,086,1.8,022 km S 85° W of Calatagan (Batangas)
302,14 November 2018 - 10:45 PM,124.68,012,2.1,010 km S 27° E of Capoocan (Leyte)
303,14 November 2018 - 10:24 PM,121.19,001,1.8,013 km S 04° E of Kabugao (Apayao)
304,14 November 2018 - 10:23 PM,126.15,031,2.7,009 km N 82° E of Governor Generoso (Davao Oriental)
305,14 November 2018 - 10:03 PM,126.21,005,3.1,014 km N 45° E of Barobo (Surigao del Sur)
306,14 November 2018 - 09:58 PM,123.73,001,2.1,040 km S 66° W of Kalamansig (Sultan Kudarat)
307,14 November 2018 - 09:36 PM,126.07,032,3.2,262 km S 15° E of Sarangani (Davao Occidental)
308,14 November 2018 - 09:30 PM,126.85,019,2.1,008 km N 60° W of Adams (Ilocos Norte)
309,14 November 2018 - 08:33 PM,125.04,001,2.1,017 km S 88° E of Matuguinao (Northern Samar)
310,14 November 2018 - 07:34 PM,122.31,001,1.9,017 km S 23° W of Jomalig (Quezon)
311,14 November 2018 - 06:44 PM,126.16,107,2.9,020 km S 27° E of Governor Generoso (Davao Oriental)
312,14 November 2018 - 06:20 PM,124.61,001,2.5,007 km S 27° W of Capoocan (Leyte)
313,14 November 2018 - 06:17 PM,123.90,002,2.3,020 km S 61° W of Kalamansig (Sultan Kudarat)
314,14 November 2018 - 12:05 PM,123.81,001,2.2,030 km S 66° W of Kalamansig (Sultan Kudarat)
315,14 November 2018 - 11:18 AM,119.78,001,2.8,065 km S 70° W of Santa Catalina (Ilocos Sur)
316,14 November 2018 - 10:59 AM,123.72,001,4.1,046 km S 54° W of Kalamansig (Sultan Kudarat)
317,14 November 2018 - 08:49 AM,126.98,151,2.7,085 km S 44° E of Tarragona (Davao Oriental)
318,14 November 2018 - 06:19 AM,126.67,046,3.4,125 km S 69° E of Jose Abad Santos (Davao Occidental)
319,14 November 2018 - 03:49 AM,124.29,010,2.7,007 km 00° West of Kawayan (Biliran)
320,14 November 2018 - 03:18 AM,120.19,023,2.4,011 km S 36° W of Looc (Occidental Mindoro)
321,14 November 2018 - 03:07 AM,124.61,001,2.1,043 km N 38° E of Biri (Northern Samar)
322,14 November 2018 - 02:48 AM,121.20,007,2.2,037 km S 47° W of Calayan (Cagayan)
323,14 November 2018 - 02:18 AM,125.86,016,2.0,006 km S 87° W of Mawab (Compostela Valley)
324,14 November 2018 - 02:10 AM,122.73,011,2.7,039 km N 10° E of Liloy (Zamboanga Del Norte)
325,14 November 2018 - 01:45 AM,123.87,002,2.7,024 km S 58° W of Kalamansig (Sultan Kudarat)
326,14 November 2018 - 01:33 AM,125.24,067,4.8,099 km N 69° E of Gigmoto (Catanduanes)
327,14 November 2018 - 01:23 AM,121.10,027,1.7,008 km S 39° E of Batangas City (Batangas)
328,14 November 2018 - 01:06 AM,123.84,001,2.5,026 km S 65° W of Kalamansig (Sultan Kudarat)
329,14 November 2018 - 01:02 AM,123.93,001,2.1,021 km S 44° W of Kalamansig (Sultan Kudarat)
330,14 November 2018 - 12:25 AM,125.24,020,2.2,022 km N 73° W of Borongan (Eastern Samar)
331,13 November 2018 - 11:23 PM,123.85,006,2.5,027 km S 59° W of Kalamansig (Sultan Kudarat)
332,13 November 2018 - 11:14 PM,120.73,004,2.7,011 km N 02° E of Abra De Ilog (Occidental Mindoro)
333,13 November 2018 - 09:52 PM,126.54,120,2.5,008 km N 23° W of Caraga (Davao Oriental)
334,13 November 2018 - 08:37 PM,123.95,001,2.6,004 km S 44° E of Palanas (Masbate)
335,13 November 2018 - 08:11 PM,126.15,025,2.9,086 km S 61° E of Sarangani (Davao Occidental)
336,13 November 2018 - 07:52 PM,122.06,001,2.9,008 km N 04° E of Culasi (Antique)
337,13 November 2018 - 04:38 PM,126.48,013,2.2,039 km S 65° E of General Luna (Surigao del Norte)
338,13 November 2018 - 03:57 PM,122.89,003,2.3,020 km N 64° W of Pasacao (Camarines Sur)
339,13 November 2018 - 02:07 PM,120.37,006,2.1,006 km N 63° W of Magsingal (Ilocos Sur)
340,13 November 2018 - 11:56 AM,126.78,021,2.6,024 km N 68° E of Baculin (Davao Oriental)
341,13 November 2018 - 10:26 AM,120.44,114,2.5,020 km N 87° W of Nasugbu (Batangas)
342,13 November 2018 - 05:00 AM,126.70,073,2.4,034 km S 56° E of Tarragona (Davao Oriental)
343,13 November 2018 - 04:29 AM,125.47,019,3.1,007 km N 18° E of Sulat (Eastern Samar)
344,13 November 2018 - 03:26 AM,123.87,001,2.2,027 km S 50° W of Kalamansig (Sultan Kudarat)
345,13 November 2018 - 03:18 AM,122.24,019,3.4,057 km N 31° E of Burdeos (Quezon)
346,13 November 2018 - 02:42 AM,125.48,015,2.6,013 km S 83° E of Hagonoy (Davao Del Sur)
347,13 November 2018 - 02:39 AM,121.19,017,2.9,030 km S 77° W of Calayan (Cagayan)
348,13 November 2018 - 01:59 AM,123.81,001,2.4,031 km S 64° W of Kalamansig (Sultan Kudarat)
349,13 November 2018 - 01:44 AM,123.84,009,2.7,026 km S 68° W of Kalamansig (Sultan Kudarat)
350,13 November 2018 - 01:27 AM,123.94,001,2.0,019 km S 42° W of Kalamansig (Sultan Kudarat)
351,13 November 2018 - 01:27 AM,126.41,003,3.2,057 km N 40° E of Burgos (Surigao Del Norte)
352,12 November 2018 - 11:55 PM,123.92,007,2.3,027 km S 33° W of Kalamansig (Sultan Kudarat)
353,12 November 2018 - 10:57 PM,123.93,008,2.6,028 km S 29° W of Kalamansig (Sultan Kudarat)
354,12 November 2018 - 10:54 PM,123.79,011,4.5,042 km S 46° W of Kalamansig (Sultan Kudarat)
355,12 November 2018 - 10:49 PM,123.73,001,4.9,049 km S 47° W of Kalamansig (Sultan Kudarat)
356,12 November 2018 - 08:48 PM,121.08,017,3.1,041 km S 80° W of Calayan (Cagayan)
357,12 November 2018 - 08:42 PM,125.22,001,2.7,005 km S 31° E of Hinunangan (Southern Leyte)
358,12 November 2018 - 07:47 PM,120.36,111,2.5,022 km N 86° E of San Marcelino (Zambales)
359,12 November 2018 - 07:42 PM,126.22,022,2.9,017 km S 78° E of Governor Generoso (Davao Oriental)
360,12 November 2018 - 07:36 PM,126.72,016,2.5,016 km S 70° E of Baculin (Davao Oriental)
361,12 November 2018 - 06:32 PM,123.95,026,2.1,002 km N 71° E of Caramoan (Camarines Sur)
362,12 November 2018 - 04:28 PM,121.08,001,3.2,090 km S 67° W of Sabtang (Batanes)
363,12 November 2018 - 02:33 PM,122.30,013,2.7,063 km N 08° E of Patnanungan (Quezon)
364,12 November 2018 - 01:29 PM,121.04,002,2.8,031 km N 08° W of Claveria (Cagayan)
365,12 November 2018 - 10:21 AM,125.96,002,2.3,005 km S 67° E of Mawab (Compostela Valley)
366,12 November 2018 - 10:20 AM,123.00,005,2.4,006 km N 31° W of Siaton (Negros Oriental)
367,12 November 2018 - 10:13 AM,126.18,007,3.0,162 km S 29° E of Sarangani (Davao Occidental)
368,12 November 2018 - 09:31 AM,122.91,044,2.4,016 km N 59° E of Paracale (Camarines Norte)
369,12 November 2018 - 03:43 AM,120.52,168,3.0,015 km S 59° W of Calatagan (Batangas)
370,12 November 2018 - 02:58 AM,120.43,026,2.5,069 km N 55° E of Busuanga (Palawan)
371,12 November 2018 - 01:10 AM,122.86,059,1.9,011 km S 65° W of San Lorenzo Ruiz (Imelda) (Camarines Norte)
372,12 November 2018 - 01:09 AM,120.51,115,2.5,014 km S 65° W of Nasugbu (Batangas)
373,12 November 2018 - 12:49 AM,120.79,033,2.1,019 km S 64° W of Calintaan (Occidental Mindoro)
374,12 November 2018 - 12:21 AM,125.58,001,3.2,136 km S 05° E of Sarangani (Davao Occidental)
375,11 November 2018 - 11:46 PM,125.77,030,2.3,021 km N 69° E of Remedios Romualdez (Agusan del Norte)
376,11 November 2018 - 11:44 PM,124.50,019,3.5,012 km N 88° W of Alamada (North Cotabato)
377,11 November 2018 - 05:27 PM,123.66,009,2.3,005 km S 39° W of Masbate (Masbate)
378,11 November 2018 - 01:57 PM,122.40,017,2.5,010 km N 06° E of Leon (Iloilo)
379,11 November 2018 - 07:54 AM,124.05,004,2.1,022 km S 02° W of Kalamansig (Sultan Kudarat)
380,11 November 2018 - 07:12 AM,125.55,016,2.7,008 km N 49° W of Davao City (Davao del Sur)
381,11 November 2018 - 06:57 AM,120.67,194,3.1,022 km S 85° W of Tingloy (Batangas)
382,11 November 2018 - 04:43 AM,126.20,022,3.1,086 km S 70° E of Sarangani (Davao Occidental)
383,11 November 2018 - 02:35 AM,125.57,012,2.5,148 km S 06° E of Sarangani (Davao Occidental)
384,11 November 2018 - 02:22 AM,126.64,009,2.6,121 km S 67° E of Jose Abad Santos (Davao Occidental)
385,11 November 2018 - 01:22 AM,126.98,157,2.8,136 km S 48° E of Governor Generoso (Davao Oriental)
386,11 November 2018 - 12:27 AM,126.35,032,3.6,032 km N 73° E of Governor Generoso (Davao Oriental)
387,11 November 2018 - 12:19 AM,120.09,023,3.4,027 km S 39° W of Looc (Occidental Mindoro)
388,11 November 2018 - 12:01 AM,126.36,006,3.3,010 km S 66° W of Cateel (Davao Oriental)
389,10 November 2018 - 11:45 PM,125.85,025,2.4,012 km S 89° W of San Francisco (Agusan Del Sur)
390,10 November 2018 - 11:04 PM,121.01,006,3.0,003 km N 12° E of Llanera (Nueva Ecija)
391,10 November 2018 - 10:06 PM,122.38,009,2.7,001 km S 71° W of Leon (Iloilo)
392,10 November 2018 - 08:12 PM,126.73,033,2.7,037 km N 72° E of Lingig (Surigao Del Sur)
393,10 November 2018 - 08:08 PM,127.00,037,2.4,136 km S 49° E of Governor Generoso (Davao Oriental)
394,10 November 2018 - 07:43 PM,121.61,111,2.8,071 km N 52° W of Siocon (Zamboanga Del Norte)
395,10 November 2018 - 07:27 PM,120.49,010,2.5,010 km S 02° E of Baguio City
396,10 November 2018 - 06:29 PM,125.99,060,2.3,083 km S 44° E of Sarangani (Davao Occidental)
397,10 November 2018 - 03:33 PM,125.17,018,2.0,013 km S 10° W of Glan (Sarangani)
398,10 November 2018 -11:11 AM,124.11,032,2.1,005 km N 19° E of Sagbayan (Bohol)
399,10 November 2018 -11:02 AM,120.58,066,2.1,010 km S 36° W of Calatagan (Batangas)
400,10 November 2018 - 08:41 AM,122.55,025,2.3,043 km N 37° E of Divalacan (Isabela)
401,10 November 2018 - 07:52 AM,126.31,010,2.2,026 km N 54° E of Maragusan (San Mariano) (Compostela Valley)
402,10 November 2018 - 07:19 AM,126.65,008,2.3,035 km N 79° E of Hinatuan (Surigao Del Sur)
403,10 November 2018 - 04:54 AM,126.16,002,3.2,097 km S 52° E of Sarangani (Davao Occidental)
404,10 November 2018 - 04:34 AM,126.61,091,2.7,067 km S 16° E of Tarragona (Davao Oriental)
405,10 November 2018 - 03:28 AM,124.55,007,2.6,005 km S 25° W of Opol (Misamis Oriental)
406,10 November 2018 - 03:27 AM,120.46,063,2.8,019 km S 89° W of Calatagan (Batangas)
407,10 November 2018 - 03:12 AM,128.11,180,4.9,411 km S 45° E of Sarangani (Davao Occidental)
408,10 November 2018 - 03:09 AM,124.77,010,2.4,005 km S 16° E of Kalilangan ( Bukidnon )
409,10 November 2018 - 02:54 AM,120.74,003,2.4,012 km N 06° E of Abra De Ilog ( Occidental Mindoro )
410,10 November 2018 - 02:32 AM,122.20,012,2.0,004 km S 30° W of Dilasag (Aurora)
411,10 November 2018 - 02:30 AM,120.64,032,2.3,017 km N 59° W of Sablayan ( Occidental Mindoro)
412,10 November 2018 - 01:39 AM,124.47,006,2.7,029 km N 71° W of Mambajao (Camiguin)
413,10 November 2018 - 01:18 AM,120.40,101,2.3,024 km S 23° W of Mariveles (Bataan)
414,10 November 2018 - 01:02 AM,126.28,009,2.9,038 km S 35° E of Governor Generoso (Davao Occidental)
415,10 November 2018 - 12:55 AM,125.38,028,2.5,025 km S 75° E of Glan (Sarangani)
416,10 November 2018 - 12:33 AM,126.32,022,2.6,027 km N 85° E of Governor Generoso (Davao Occidental)
417,09 November 2018 - 11:48 PM,125.69,073,2.7,122 km S 13° E of Sarangani (Davao Occidental)
418,09 November 2018 - 11:40 PM,126.38,001,3.0,064 km N 32° E of Burgos (Surigao Del Norte)
419,09 November 2018 - 07:51 PM,120.34,026,1.8,031 km S 89° W of Nasugbu (Batangas)
420,09 November 2018 - 07:46 PM,122.11,004,2.3,034 km S 37° E of Anini-y (Antique)
421,09 November 2018 - 06:20 PM,126.37,001,4.3,059 km N 33° E of Burgos (Surigao Del Norte)
422,09 November 2018 - 06:02 PM,126.86,011,1.9,059 km N 82° E of Hinatuan (Surigao Del Sur)
423,09 November 2018 - 05:47 PM,121.77,033,2.4,012 km S 59° W of Sabtang (Batanes)
424,09 November 2018 - 04:09 PM,120.93,040,2.4,022 km N 88° E of Santa Cruz (Occidental Mindoro)
425,09 November 2018 - 12:57 PM,124.47,019,2.3,023 km S 59° E of Sierra Bullones (Bohol)
426,09 November 2018 - 12:41 PM,125.98,172,3.2,093 km S 37° E of Sarangani (Davao Occidental)
427,09 November 2018 - 12:21 PM,127.06,021,2.5,082 km N 79° E of Hinatuan (Surigao Del Sur)
428,09 November 2018 - 09:36 AM,126.70,014,2.2,042 km N 76° E of Hinatuan (Surigao Del Sur)
429,09 November 2018 - 09:36 AM,120.20,017,1.8,031 km N 71° W of Paluan (Occidental Mindoro)
430,09 November 2018 - 05:44 AM,123.92,042,2.3,015 km S 87° W of Kalamansig (Sultan Kudarat)
431,09 November 2018 - 04:44 AM,125.93,005,2.7,038 km N 52° E of Salcedo (Eastern Samar)
432,09 November 2018 - 04:18 AM,125.98,022,2.8,058 km N 85° E of San Julian (Eastern Samar)
433,09 November 2018 - 04:04 AM,123.42,008,2.5,016 km N 09° E of Aroroy (Masbate)
434,09 November 2018 - 03:45 AM,123.17,006,2.4,012 km S 82° W of Luzurriaga (Valencia) (Negros Oriental)
435,09 November 2018 - 02:57 AM,126.31,103,3.2,075 km S 64° E of Don Marcelino (Davao Occidental)
436,09 November 2018 - 02:45 AM,121.24,031,2.0,036 km S 63° E of Calintaan (Occidental Mindoro)
437,09 November 2018 - 02:38 AM,121.17,010,2.5,026 km N 68° E of Calintaan (Occidental Mindoro)
438,09 November 2018 - 02:01 AM,125.52,026,1.9,006 km N 33° E of Surigao City (Surigao del Norte)
439,09 November 2018 - 01:59 AM,124.65,001,1.9,007 km S 03° W of Bumbaran (Lanao del Sur)
440,09 November 2018 - 01:41 AM,120.33,033,2.2,006 km S 47° W of Agoo (La Union)
441,09 November 2018 - 01:28 AM,123.90,028,1.8,004 km N 21° W of Baclayon (Bohol)
442,09 November 2018 - 12:57 AM,126.42,031,2.2,035 km S 41° E of Mati City (Davao Oriental)
443,09 November 2018 - 12:29 AM,121.46,032,2.1,022 km S 52° W of Roxas (Isabela)
444,09 November 2018 - 12:21 AM,127.16,001,3.7,113 km S 78° E of General Luna (Surigao Del Norte)
445,08 November 2018 - 11:09 PM,125.64,011,2.7,006 km N 28° W of Salcedo (Eastern Samar)
446,08 November 2018 - 11:03 PM,122.07,022,2.3,065 km S 84° E of Calayan (Cagayan)
447,08 November 2018 - 10:17 PM,126.66,019,2.0,056 km S 86° E of General Luna (Surigao Del Norte)
448,08 November 2018 - 08:24 PM,123.76,002,2.7,037 km S 62° W of Kalamansig (Sultan Kudarat)
449,08 November 2018 - 07:44 PM,126.39,001,2.9,057 km N 38° E of Burgos (Surigao Del Norte)
450,08 November 2018 - 07:43 PM,125.28,014,2.1,011 km N 85° E of Cabalian (San Juan) (Southern Leyte)
451,08 November 2018 - 07:37 PM,122.45,025,2.4,016 km S 15° E of Sipalay (Negros Occidental)
452,08 November 2018 - 07:17 PM,120.27,060,1.9,026 km S 64° W of Mariveles (Bataan)
453,08 November 2018 - 07:10 PM,122.37,009,1.6,003 km N 37° W of Leon (Iloilo)
454,08 November 2018 - 07:05 PM,122.33,031,2.1,007 km S 86° W of Leon (Iloilo)
455,08 November 2018 - 06:48 PM,122.36,025,1.8,003 km N 42° W of Tigbauan (Iloilo)
456,08 November 2018 - 06:30 PM,123.71,001,3.5,053 km S 47° W of Kalamansig (Sutan Kudarat)
457,08 November 2018 - 05:10 PM,126.64,033,2.7,132 km S 79° E of Sarangani (Davao Occidental)
458,08 November 2018 - 04:30 PM,126.98,001,3.5,348 km S 29° E of Sarangani (Davao Occidental)
459,08 November 2018 - 03:08 PM,126.61,036,3.0,072 km S 55° E of Governor Generoso (Davao Oriental)
460,08 November 2018 - 02:48 PM,124.70,001,2.2,010 km S 86° W of Balingasag (Misamis Oriental)
461,08 November 2018 - 02:32 PM,126.71,033,2.8,127 km S 73° E of San Jose abad Santos (Davao Occidental)
462,08 November 2018 - 11:43 AM,124.58,003,3.4,010 km N 45° W of Capoocan (Leyte)
463,08 November 2018 - 11:21 AM,123.64,029,1.9,013 km N 80° W of Panglao (Bohol)
464,08 November 2018 - 10:56 AM,125.64,004,2.2,012 km N 88° E of Tubay (Agusan Del Norte)
465,08 November 2018 - 08:41 AM,119.58,009,2.1,090 km S 41° W of Lubang (Occidental Mindoro)
466,08 November 2018 - 04:35 AM,127.11,037,2.6,155 km S 48° E of Governor Generoso (Davao Oriental)
467,08 November 2018 - 04:12 AM,126.63,026,3.0,009 km N 70° E of Baganga (Davao Oriental)
468,08 November 2018 - 03:55 AM,125.46,066,2.4,011 km N 09° W of Sarangani (Davao Occidental)
469,08 November 2018 - 03:42 AM,122.38,001,2.4,007 km N 06° E of Leon (Iloilo)
470,08 November 2018 - 03:14 AM,125.08,041,2.6,004 km S 38° E of Quezon (Bukidnon)
471,08 November 2018 - 03:02 AM,125.18,007,2.4,002 km N 45° W of Hinunangan (Southern Leyte)
472,08 November 2018 - 01:47 AM,126.66,031,2.8,065 km S 21° E of Tarragona (Davao Oriental)
473,08 November 2018 - 01:38 AM,122.49,001,2.1,064 km S 69° W of Siaton (Negros Oriental)
474,08 November 2018 - 12:53 AM,126.27,008,2.8,037 km N 37° E of Burgos (Surigao del Norte)
475,08 November 2018 - 12:23 AM,126.52,001,2.7,075 km N 41° E of Burgos (Surigao del Norte)
476,08 November 2018 - 12:18 AM,122.50,009,2.4,035 km S 26° W of Basay (Negros Oriental)
477,07 November 2018 - 11:37 PM,120.16,033,2.1,013 km N 30° E of Sual (Pangasinan)
478,07 November 2018 - 10:56 PM,126.82,006,4.5,150 km S 82° E of Sarangani (Davao Occidental)
479,07 November 2018 - 10:41 PM,125.19,007,3.2,002 km N 39° W of Hinunangan (Southern Leyte)
480,07 November 2018 - 10:40 PM,124.82,102,2.3,008 km n 72° E of Tarangnan (Samar)
481,07 November 2018 - 10:38 PM,120.67,061,1.9,013 km N 30° W of Abra de Ilog (Occidental Mindoro)
482,07 November 2018 - 10:11 PM,125.40,004,3.0,015 km N 09° W of San Francisco (Anao-aon) (Surigao Del Norte)
483,07 November 2018 - 08:11 PM,124.84,026,2.3,003 km S 88° W of Datu Paglas (Maguindanao)
484,07 November 2018 - 12:01 PM,125.37,174,2.8,011 km S 82° E of Sarangani (Davao Occidental)
485,07 November 2018 - 08:42 AM,120.74,026,2.2,016 km N 60° W of Carasi (Ilocos Norte)
486,07 November 2018 - 08:41 AM,120.90,001,2.2,013 km N 17° E of Carasi (Ilocos Norte)
487,07 November 2018 - 06:05 AM,120.18,017,2.5,043 km S 46° W of Paluan (Occidental Mindoro)
488,07 November 2018 - 05:53 AM,125.24,031,2.1,003 km N 45° W of Anahawan (Southern Leyte)
489,07 November 2018 - 05:48 AM,124.64,042,1.7,085 km S 85° W of Sarangani (Davao Occidental)
490,07 November 2018 - 04:13 AM,125.90,121,3.4,006 km N 61° E of Carrascal (Surigao del Sur)
491,07 November 2018 - 03:37 AM,127.24,028,2.4,073 km S 82° E of Baculin (Davao Oriental)
492,07 November 2018 - 12:53 AM,124.37,052,2.1,026 km N 51° E of Prieto Diaz (Sorsogon)
493,07 November 2018 - 12:33 AM,122.39,011,2.1,002 km S 00° of Leon (Iloilo)
494,06 November 2018 - 11:50 PM,124.06,035,2.0,007 km N 60° E of Catigbian (Bohol)
495,06 November 2018 - 09:32 PM,126.72,020,2.8,042 km S 87° E of Hinatuan (Surigao Del Sur)
496,06 November 2018 - 08:34 PM,121.34,003,1.6,031 km S 25° W of Calayan (Cagayan)
497,06 November 2018 - 08:29 PM,127.10,033,2.3,088 km N 74° E of Hinatuan (Surigao Del Sur)
498,06 November 2018 - 07:04 PM,126.34,013,2.3,034 km N 28° E of Cortes (Surigao Del Sur)
499,06 November 2018 - 06:32 PM,120.57,029,1.9,017 km N 42° E of Paluan (Occidental Mindoro)
500,06 November 2018 - 06:28 PM,125.63,145,3.0,037 km N 02° E of Davao City
501,06 November 2018 - 01:27 PM,124.82,107,3.2,010 km N 89° E of Lake Sebu (South Cotabato)
502,06 November 2018 - 11:32 AM,124.64,008,3.2,001 km N 00°  of Capoocan (Leyte)
503,06 November 2018 - 11:19 AM,124.79,033,2.2,046 km S 77° E of Baras (Catanduanes)
504,06 November 2018 - 10:37 AM,120.62,146,2.1,002 km N 56° W of Calatagan (Batangas)
505,06 November 2018 - 10:09 AM,124.93,022,5.2,209 km S 17° W of Sarangani (Davao Occidental)
506,06 November 2018 - 06:23 AM,124.95,006,3.1,039 km S 10° W of Maasim (Sarangani)
507,06 November 2018 - 05:49 AM,124.65,002,2.5,003 km S 15° E of Capoocan (Leyte)
508,06 November 2018 - 05:35 AM,125.11,021,3.9,012 km N 53° E of Medina (Misamis Oriental)
509,06 November 2018 - 05:23 AM,123.95,002,2.6,001 km S 33° E of San Isidro (Bohol)
510,06 November 2018 - 04:04 AM,126.81,018,2.5,052 km S 87° E of Hinatuan (Surigao Del Sur)
511,06 November 2018 - 03:56 AM,122.30,003,2.1,003 km S 55° W of Tubungan (Iloilo)
512,06 November 2018 - 03:25 AM,123.36,001,3.5,014 km N 19° E of Aroroy (Masbate)
513,06 November 2018 - 03:07 AM,127.11,097,3.0,138 km S 56° E of Governor Generoso (Davao Oriental)
514,06 November 2018 - 01:55 AM,126.79,049,2.4,131 km S 37° E of Governor Generoso (Davao Oriental)
515,06 November 2018 - 01:22 AM,120.17,011,2.6,015 km S 37° W of Looc (Occidental Mindoro)
516,06 November 2018 - 01:07 AM,125.98,025,2.4,010 km N 02° W of Bunawan (Agusan Del Sur)
517,06 November 2018 - 12:35 AM,122.56,009,3.0,054 km N 22° E of Jomalig (Quezon)
518,05 November 2018 - 11:48 PM,125.43,031,1.9,005 km N 08° W of Borongan (Eastern Samar)
519,05 November 2018 - 11:31 PM,125.97,138,2.0,032 km S 21° W of Governor Generoso (Davao Oriental)
520,05 November 2018 - 09:57 PM,121.24,065,2.7,010 km N 04° E of Sanchez-mira (Cagayan)
521,05 November 2018 - 08:44 PM,126.50,032,2.0,009 km S 39° E of Cateel (Davao Oriental)
522,05 November 2018 - 08:29 PM,125.84,012,3.4,025 km N 73° E of Hernani (Eastern Samar)
523,05 November 2018 - 07:51 PM,120.14,032,3.6,053 km S 67° W of Mamburao (Occidental Mindoro)
524,05 November 2018 - 07:13 PM,125.00,001,2.7,074 km S 45° W of Sarangani (Davao Occidental)
525,05 November 2018 - 06:49 PM  ,124.97,001,2.1,080 km S 44° W of Sarangani (Davao Occidental)
526,05 November 2018 - 06:02 PM,126.94,155,3.1,137 km S 44° E of Governor Generoso (Davao Oriental)
527,05 November 2018 - 05:27 PM,126.75,017,2.6,038 km N 61° E of Cateel (Davao Oriental)
528,05 November 2018 - 03:42 PM,126.60,010,2.8,040 km N 61° E of Bayabas (Surigao del Sur)
529,05 November 2018 - 03:00 PM,122.43,001,2.9,010 km N 29° E of Leon (Iloilo)
530,05 November 2018 - 02:40 PM,126.43,021,3.0,025 km N 41° E of Bayabas (Surigao del Sur)
531,05 November 2018 - 02:10 PM,124.67,016,2.2,003 km N 76° W of T'Boli (South Cotabato)
532,05 November 2018 - 02:07 PM,125.95,155,2.6,119 km S 27° E of Sarangani (Davao Occidental)
533,05 November 2018 - 02:03 PM,126.99,008,3.3,083 km N 70° E of Bayabas (Surigao del Sur)
534,05 November 2018 - 01:59 PM,126.48,022,2.4,026 km N 56° E of Bayabas (Surigao del Sur)
